family_id,scenario_id,mode,arm_id,all_generated_deadline_miss_rate,sender_airtime_us,background_throughput_mbps,all_generated_censored_mean_us
video_workload,video-workload-qualification-p21,adaptive,score_aware_t2_v2,0.007222222222222222,3258408.25,26.61424,2799.7834722222224
video_workload,video-workload-qualification-p21,adaptive,distributional_shadow_t2,0.006666666666666666,3351257.25,26.61456,2728.971666666667
video_workload,video-workload-qualification-p22,fixed,str_mlo_nmaxinflights_1,0.013703703703703704,5758093.25,26.7964,3281.6769444444444
video_workload,video-workload-qualification-p22,fixed,score_aware_t2_v2,0.022314814814814815,6778323.75,26.7948,3845.867222222222
video_workload,video-workload-qualification-p22,fixed,distributional_shadow_t2,0.024444444444444442,6846020.75,26.794719999999998,3900.9994444444446
video_workload,video-workload-qualification-p22,adaptive,str_mlo_nmaxinflights_1,0.01916666666666667,4679851.25,26.79708,2911.281111111111
video_workload,video-workload-qualification-p22,adaptive,score_aware_t2_v2,0.029074074074074075,5737808.5,26.79532,3409.5589814814816
video_workload,video-workload-qualification-p22,adaptive,distributional_shadow_t2,0.026574074074074076,5764924.0,26.79552,3398.679074074074
video_workload,video-workload-qualification-p23,fixed,str_mlo_nmaxinflights_1,0.0026041666666666665,1629176.0,26.48776,1896.4671875
video_workload,video-workload-qualification-p23,fixed,score_aware_t2_v2,0.0024305555555555556,1886886.75,26.4866,1952.5263888888887
video_workload,video-workload-qualification-p23,fixed,distributional_shadow_t2,0.0005208333333333333,2004699.75,26.48648,1690.7494791666668
video_workload,video-workload-qualification-p23,adaptive,str_mlo_nmaxinflights_1,0.0050347222222222225,1383579.25,26.487479999999998,1779.3831597222222
video_workload,video-workload-qualification-p23,adaptive,score_aware_t2_v2,0.0038194444444444443,1614544.25,26.4848,1912.104513888889
video_workload,video-workload-qualification-p23,adaptive,distributional_shadow_t2,0.001388888888888889,1748480.25,26.48468,1535.4135416666668
legacy_coexistence,legacy-coexistence-qualification-p16,fixed,str_mlo_nmaxinflights_1,0.02847222222222222,5052413.5,26.56676,5753.195138888888
legacy_coexistence,legacy-coexistence-qualification-p16,fixed,score_aware_t2_v2,0.03166666666666667,5283358.0,26.56484,5592.7804166666665
legacy_coexistence,legacy-coexistence-qualification-p16,fixed,distributional_shadow_t2,0.02625,5422385.0,26.56472,5375.313611111111
legacy_coexistence,legacy-coexistence-qualification-p16,adaptive,str_mlo_nmaxinflights_1,0.03861111111111111,4621428.0,26.56532,5387.725694444444
legacy_coexistence,legacy-coexistence-qualification-p16,adaptive,score_aware_t2_v2,0.04875,5104484.25,26.56372,5554.14625
legacy_coexistence,legacy-coexistence-qualification-p16,adaptive,distributional_shadow_t2,0.035277777777777776,5476671.5,26.56348,5253.69
legacy_coexistence,legacy-coexistence-qualification-p17,fixed,str_mlo_nmaxinflights_1,0.3023611111111111,6263381.0,26.90212,15464.605833333333
legacy_coexistence,legacy-coexistence-qualification-p17,fixed,score_aware_t2_v2,0.47388888888888886,7029593.75,26.85932,21207.26625
legacy_coexistence,legacy-coexistence-qualification-p17,fixed,distributional_shadow_t2,0.46069444444444446,7276596.0,26.85952,20937.753333333334
